combination,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name_plot
Poseidon + UNMI (breakthrough),6,4,1.3333333333333333,108.16666666666667,8.0,6,2.0625,66.67,Poseidon + UNMI (breakthrough)
Aphrodite (breakthrough) + 🌸Scolex Industries🌸,6,4,1.3333333333333333,108.5,8.0,6,2.0625,66.67,Aphrodite (breakthrough) + 🌸星核工业🌸
Id Front + Valley Trust (breakthrough),6,4,1.3333333333333333,152.83333333333334,8.0,6,2.0625,66.67,前线基地 + Valley Trust (breakthrough)
Id Front + Interplanetary Cinematics (breakthrough),6,4,1.3333333333333333,145.33333333333334,8.0,6,2.0625,66.67,前线基地 + Interplanetary Cinematics (breakthrough)
Aphrodite (breakthrough) + 🌸Green Leaf Dance🌸,5,4,1.2,121.2,6.0,5,2.066666666666667,80.0,Aphrodite (breakthrough) + 🌸绿叶舞动🌸
Manutech + UNMI (breakthrough),5,4,1.2,135.8,6.0,5,2.066666666666667,80.0,Manutech + UNMI (breakthrough)
Aphrodite (breakthrough) + Spire,5,4,1.2,116.0,6.0,5,2.066666666666667,80.0,Aphrodite (breakthrough) + Spire
UNMI (breakthrough) + 🌸Buy N Large🌸,5,4,1.2,84.2,6.0,5,2.066666666666667,80.0,UNMI (breakthrough) + 🌸大巨购🌸
Ecoline (breakthrough) + PolderTECH Dutch,5,4,1.2,75.0,6.0,5,2.066666666666667,80.0,Ecoline (breakthrough) + 荷兰圩田科技
Imperial Star Destroyer + 🌸StarlinkDrifter🌸,5,4,1.2,125.0,6.0,5,2.066666666666667,80.0,帝国歼星舰 + 🌸星链漂流者🌸
Aphrodite (breakthrough) + Aridor,5,4,1.2,116.0,6.0,5,2.066666666666667,80.0,Aphrodite (breakthrough) + Aridor
Hecate Speditions + Vitor,17,8,1.8235294117647058,94.76470588235294,31.0,17,2.074074074074074,47.06,赫卡忒探险队 + Vitor
🌸Integrated Microorganisms🌸 + 🌸Protogen🌸,68,28,2.014705882352941,93.45588235294117,137.0,68,2.076923076923077,41.18,🌸微生物星尘🌸 + 🌸微生物热舞🌸
Arcadian Communities (breakthrough) + Ecoline (breakthrough),16,9,1.8125,91.25,29.0,16,2.076923076923077,56.25,Arcadian Communities (breakthrough) + Ecoline (breakthrough)
Pobolog (breakthrough) + 🌸Scolex Industries🌸,27,9,1.9259259259259258,94.55555555555556,52.0,27,2.081081081081081,33.33,Pobolog (breakthrough) + 🌸星核工业🌸
Interplanetary Cinematics (breakthrough) + 🌸EliteTech🌸,27,14,1.9259259259259258,85.0,52.0,27,2.081081081081081,51.85,Interplanetary Cinematics (breakthrough) + 🌸精英回馈🌸
Celestic (breakthrough) + Poseidon,27,14,1.9259259259259258,94.33333333333333,52.0,27,2.081081081081081,51.85,Celestic (breakthrough) + Poseidon
Ecoline (breakthrough) + Tharsis_republic (breakthrough),14,6,1.7857142857142858,90.85714285714286,25.0,14,2.0833333333333335,42.86,Ecoline (breakthrough) + Tharsis_republic (breakthrough)
Spire + 🌸SolarPlant🌸,13,6,1.7692307692307692,87.46153846153847,23.0,13,2.0869565217391304,46.15,Spire + 🌸太阳能公司🌸
Interplanetary Cinematics (breakthrough) + Vitor,24,11,1.9166666666666667,95.54166666666667,46.0,24,2.088235294117647,45.83,Interplanetary Cinematics (breakthrough) + Vitor
Celestic (breakthrough) + Splice (breakthrough),23,10,1.9130434782608696,89.52173913043478,44.0,23,2.090909090909091,43.48,Celestic (breakthrough) + Splice (breakthrough)
Pobolog (breakthrough) + Point Luna,34,15,1.9705882352941178,111.6470588235294,67.0,34,2.090909090909091,44.12,Pobolog (breakthrough) + Point Luna
Eglogue + Helion (breakthrough),12,5,1.75,68.25,21.0,12,2.090909090909091,41.67,Eglogue + Helion (breakthrough)
Chaos + Interplanetary Cinematics (breakthrough),12,6,1.75,98.0,21.0,12,2.090909090909091,50.0,Chaos + Interplanetary Cinematics (breakthrough)
Ecoline (breakthrough) + UNMI (breakthrough),12,5,1.75,103.0,21.0,12,2.090909090909091,41.67,Ecoline (breakthrough) + UNMI (breakthrough)
Eglogue + 🌸Prowler🌸,22,9,1.9090909090909092,78.81818181818181,42.0,22,2.09375,40.91,Eglogue + 🌸徘徊者🌸
Aridor + Valley Trust (breakthrough),22,9,1.9090909090909092,140.0909090909091,42.0,22,2.09375,40.91,Aridor + Valley Trust (breakthrough)
Arklight (breakthrough) + Point Luna,11,6,1.7272727272727273,144.0,19.0,11,2.0952380952380953,54.55,Arklight (breakthrough) + Point Luna
CrediCor + Soylent Seedling Systems,21,7,1.9047619047619047,51.285714285714285,40.0,21,2.096774193548387,33.33,CrediCor + 索伦特幼苗系统
Ecoline (breakthrough) + Manutech,10,4,1.7,80.7,17.0,10,2.1,40.0,Ecoline (breakthrough) + Manutech
Celestic (breakthrough) + United Nations Mission One,10,4,1.7,95.1,17.0,10,2.1,40.0,Celestic (breakthrough) + United Nations Mission One
Spire + 🌸Scolex Industries🌸,10,6,1.7,87.6,17.0,10,2.1,60.0,Spire + 🌸星核工业🌸
🌸Integrated Microorganisms🌸 + 🌸Shinra Tech🌸,10,6,1.7,127.5,17.0,10,2.1,60.0,🌸微生物星尘🌸 + 🌸樱花电🌸
