card_name,corporation,play_count,wins,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,card_cn_name,corp_cn_name
Small Asteroid,Polaris,31,6,71.48387096774194,79.0,31,2.5365853658536586,19.35,小型小行星,北极星
Waste Incinerator,Ambient,31,7,77.0,79.0,31,2.5365853658536586,22.58,垃圾焚烧站,
Convoy From Europa,Lakefront Resorts,31,6,74.6774193548387,79.0,31,2.5365853658536586,19.35,木卫二护航队,湖畔度假区
Research Outpost,Polaris,31,5,76.83870967741936,79.0,31,2.5365853658536586,16.13,科研前哨站,北极星
Corroder Suits,Manutech,31,9,90.45161290322581,79.0,31,2.5365853658536586,29.03,防护服,Manutech
Economic Espionage,Point Luna,72,19,82.86111111111111,183.0,72,2.5365853658536586,26.39,经济间谍活动,Point Luna
Strip Mine,Manutech,31,8,85.74193548387096,79.0,31,2.5365853658536586,25.81,露天矿场,Manutech
CEO's Favorite Project,Hecate Speditions,31,7,87.09677419354838,79.0,31,2.5365853658536586,22.58,CEO最喜欢的项目,赫卡忒探险队
Ishtar Mining,Inventrix (breakthrough),31,8,80.48387096774194,79.0,31,2.5365853658536586,25.81,伊什塔尔矿业,Inventrix (breakthrough)
16 Psyche,Splice (breakthrough),31,6,79.87096774193549,79.0,31,2.5365853658536586,19.35,灵神星16,Splice (breakthrough)
Interplanetary Transport,Point Luna,113,30,86.4424778761062,287.0,113,2.5365853658536586,26.55,星际运输,Point Luna
Clone Troopers (II),🌸Weyland Yutani🌸,31,6,84.70967741935483,79.0,31,2.5365853658536586,19.35,Clone Troopers (II),🌸韦兰德-尤坦尼集团🌸
Solar Storm,Vitor,44,12,86.95454545454545,112.0,44,2.537037037037037,27.27,太阳风暴,Vitor
Toll Station,🌸Tyrell🌸,44,7,78.18181818181819,112.0,44,2.537037037037037,15.91,收费站,🌸泰瑞尔公司🌸
Power Plant:Pathfinders,Manutech,44,9,75.86363636363636,112.0,44,2.537037037037037,20.45,Power Plant:Pathfinders,Manutech
Mercurian Alloys,Terralabs Research (breakthrough),44,10,88.52272727272727,112.0,44,2.537037037037037,22.73,水星合金,Terralabs Research (breakthrough)
Energy Station,雩喵科学探测器,57,15,86.71929824561404,145.0,57,2.537313432835821,26.32,能源站,雩喵科学探测器
Stratospheric Expedition,🌸Tyrell🌸,57,12,85.10526315789474,145.0,57,2.537313432835821,21.05,平流层远征,🌸泰瑞尔公司🌸
Callisto Penal Mines,Saturn Systems,57,14,86.28070175438596,145.0,57,2.537313432835821,24.56,木卫四开采法,Saturn Systems
Trans-Neptune Probe,Manutech,57,14,81.89473684210526,145.0,57,2.537313432835821,24.56,海王星探测器,Manutech
Cartel,雩喵科学探测器,57,15,87.0701754385965,145.0,57,2.537313432835821,26.32,同业联盟,雩喵科学探测器
Windmills,Point Luna,70,16,66.47142857142858,178.0,70,2.5375,22.86,风力发电,Point Luna
Jovian Expedition,Poseidon,70,16,87.77142857142857,178.0,70,2.5375,22.86,木星远征,Poseidon
Crash Site Cleanup,🌸Protogen🌸,16,2,77.5625,41.0,16,2.5384615384615383,12.5,陨石坑清洁,🌸微生物热舞🌸
Mining Rights:ares,🌸Thermopoli🌸,16,3,72.8125,41.0,16,2.5384615384615383,18.75,Mining Rights:ares,🌸精灵热舞🌸
Deep Well Heating,🌸Green Ring🌸,16,4,80.75,41.0,16,2.5384615384615383,25.0,深井加热,🌸绿环🌸
Biomass Combustors,Valley Trust (breakthrough),16,4,86.1875,41.0,16,2.5384615384615383,25.0,生物量燃烧,Valley Trust (breakthrough)
Atalanta Planitia Lab,🌸MirrorCoat🌸,42,13,85.69047619047619,107.0,42,2.5384615384615383,30.95,亚特兰大实验室,🌸镜反🌸
Deep Well Heating,StormCraft Incorporated (breakthrough),16,2,86.6875,41.0,16,2.5384615384615383,12.5,深井加热,StormCraft Incorporated (breakthrough)
Energy Tapping,🌸Energy Saving Ecology🌸,16,4,75.25,41.0,16,2.5384615384615383,25.0,能量开发,🌸节能生态🌸
Media Archives,Helion (breakthrough),16,4,68.6875,41.0,16,2.5384615384615383,25.0,多媒体档案库,Helion (breakthrough)
Indentured Workers,Hecate Speditions,29,5,84.48275862068965,74.0,29,2.5384615384615383,17.24,合同工,赫卡忒探险队
Business Contacts,Inventrix (breakthrough),42,12,77.95238095238095,107.0,42,2.5384615384615383,28.57,商业合同,Inventrix (breakthrough)
Indentured Workers,Tharsis_republic (breakthrough),16,2,76.875,41.0,16,2.5384615384615383,12.5,合同工,Tharsis_republic (breakthrough)
Large Convoy,Midas,29,8,79.79310344827586,74.0,29,2.5384615384615383,27.59,大型护航队,Midas
Rare-Earth Elements,Sagitta Frontier Services,16,5,76.0625,41.0,16,2.5384615384615383,31.25,稀土元素,Sagitta Frontier Services
Indentured Workers,🌸双轨跃迁🌸,16,2,79.375,41.0,16,2.5384615384615383,12.5,合同工,🌸双轨跃迁🌸
Deuterium Export,Terralabs Research (breakthrough),29,7,85.79310344827586,74.0,29,2.5384615384615383,24.14,输出氘,Terralabs Research (breakthrough)
Business Network,雩喵科学探测器,68,16,89.88235294117646,173.0,68,2.5384615384615383,23.53,商业网络,雩喵科学探测器
Great Dam:ares,雩喵科学探测器,55,12,88.65454545454546,140.0,55,2.5384615384615383,21.82,Great Dam:ares,雩喵科学探测器
Rim Freighters,Chaos,16,5,86.0,41.0,16,2.5384615384615383,31.25,里姆货船,Chaos
Olympus Conference,Playwrights,29,7,78.93103448275862,74.0,29,2.5384615384615383,24.14,奥林巴斯峰会,Playwrights
Diaspora Movement,🌸Prowler🌸,16,3,78.1875,41.0,16,2.5384615384615383,18.75,大流散运动,🌸徘徊者🌸
Economic Espionage,Valley Trust (breakthrough),16,2,69.8125,41.0,16,2.5384615384615383,12.5,经济间谍活动,Valley Trust (breakthrough)
Giant Solar Shade,Sagitta Frontier Services,16,4,77.8125,41.0,16,2.5384615384615383,25.0,巨型日光遮蔽器,Sagitta Frontier Services
Economic Help,Point Luna,29,7,91.55172413793103,74.0,29,2.5384615384615383,24.14,经济援助,Point Luna
Supermarkets,🌸Green Ring🌸,16,3,93.5625,41.0,16,2.5384615384615383,18.75,超市,🌸绿环🌸
Microgravity Nutrition,🌸Weyland Yutani🌸,29,4,79.44827586206897,74.0,29,2.5384615384615383,13.79,微重力营养学,🌸韦兰德-尤坦尼集团🌸
Interplanetary Alliance,CrediCor,16,2,77.3125,41.0,16,2.5384615384615383,12.5,星际联邦,CrediCor
Nuclear Power,Incite Ender,16,5,85.125,41.0,16,2.5384615384615383,31.25,核能,Incite Ender
Casinos,Viron (breakthrough),16,4,83.3125,41.0,16,2.5384615384615383,25.0,赌场,Viron (breakthrough)
Geothermal Power,🌸Shinra Tech🌸,68,15,80.01470588235294,173.0,68,2.5384615384615383,22.06,地热能,🌸樱花电🌸
Lightning Harvest,StormCraft Incorporated (breakthrough),16,5,91.4375,41.0,16,2.5384615384615383,31.25,捕获雷电,StormCraft Incorporated (breakthrough)
Geothermal Power,🌸SolarPlant🌸,29,6,69.55172413793103,74.0,29,2.5384615384615383,20.69,地热能,🌸太阳能公司🌸
Energy Market,Arklight (breakthrough),16,2,84.6875,41.0,16,2.5384615384615383,12.5,能源市场,Arklight (breakthrough)
Copernicus Solar Arrays,🌸Energy Saving Ecology🌸,16,5,70.75,41.0,16,2.5384615384615383,31.25,哥白尼太阳能电池,🌸节能生态🌸
Robot Pollinators,Terralabs Research (breakthrough),16,4,89.0625,41.0,16,2.5384615384615383,25.0,机器授粉者,Terralabs Research (breakthrough)
Artificial Lake,🌸Shinra Tech🌸,16,3,76.375,41.0,16,2.5384615384615383,18.75,人工湖,🌸樱花电🌸
Building Industries,Teractor (breakthrough),16,4,87.9375,41.0,16,2.5384615384615383,25.0,建筑行业,Teractor (breakthrough)
Copernicus Solar Arrays,Poseidon,16,3,76.5,41.0,16,2.5384615384615383,18.75,哥白尼太阳能电池,Poseidon
Optimal Aerobraking,Sagitta Frontier Services,29,4,81.27586206896552,74.0,29,2.5384615384615383,13.79,最优的空气动力制动,Sagitta Frontier Services
Public Spaceline,🌸PoliticalReform🌸,16,6,81.375,41.0,16,2.5384615384615383,37.5,公共太空航线,🌸制度改革🌸
Lava Tube Settlement,🌸Energy Saving Ecology🌸,16,3,80.625,41.0,16,2.5384615384615383,18.75,熔岩城,🌸节能生态🌸
Extractor Balloons,Valley Trust (breakthrough),16,4,77.0625,41.0,16,2.5384615384615383,25.0,热气球提取器,Valley Trust (breakthrough)
Stanford Torus,Lakefront Resorts,16,4,78.125,41.0,16,2.5384615384615383,25.0,斯坦福环面,湖畔度假区
Lunar Observation Post,Terralabs Research (breakthrough),16,5,79.25,41.0,16,2.5384615384615383,31.25,月球观测站,Terralabs Research (breakthrough)
Sulphur-Eating Bacteria,Lakefront Resorts,29,6,79.89655172413794,74.0,29,2.5384615384615383,20.69,硫磺吞噬菌,湖畔度假区
Terraforming Contract,Luna Chain,16,3,94.0625,41.0,16,2.5384615384615383,18.75,改造合同,连月
Jupiter Floating Station,CrediCor,16,3,77.8125,41.0,16,2.5384615384615383,18.75,木星浮动站,CrediCor
Research Colony,Arklight (breakthrough),16,6,93.75,41.0,16,2.5384615384615383,37.5,研究殖民地,Arklight (breakthrough)
Convoy From Europa,Chaos,16,4,82.5,41.0,16,2.5384615384615383,25.0,木卫二护航队,Chaos
Standard Technology,Mining guild (breakthrough),16,4,77.5,41.0,16,2.5384615384615383,25.0,标准技术,Mining guild (breakthrough)
Phobos Space Haven,Sagitta Frontier Services,16,2,72.5,41.0,16,2.5384615384615383,12.5,福波斯(火卫一)空间港,Sagitta Frontier Services
Lunar Observation Post,🌸Green Ring🌸,16,6,82.6875,41.0,16,2.5384615384615383,37.5,月球观测站,🌸绿环🌸
Hi-Tech Lab,StormCraft Incorporated (breakthrough),16,3,80.6875,41.0,16,2.5384615384615383,18.75,高科技实验室,StormCraft Incorporated (breakthrough)
Shuttles,Saturn Systems,29,4,85.20689655172414,74.0,29,2.5384615384615383,13.79, 穿梭机,Saturn Systems
High Temp. Superconductors,Ambient,16,1,74.75,41.0,16,2.5384615384615383,6.25,超导体改进,
Ganymede Colony,🌸Weyland Yutani🌸,81,18,83.80246913580247,206.0,81,2.5384615384615383,22.22,木卫三殖民地,🌸韦兰德-尤坦尼集团🌸
Stratopolis,Interplanetary Cinematics (breakthrough),16,4,84.1875,41.0,16,2.5384615384615383,25.0,凌云之城,Interplanetary Cinematics (breakthrough)
Cutting Edge Technology,Arklight (breakthrough),16,4,81.5,41.0,16,2.5384615384615383,25.0,前沿科技,Arklight (breakthrough)
Power Infrastructure,Valley Trust (breakthrough),42,10,84.45238095238095,107.0,42,2.5384615384615383,23.81,电力基础设置,Valley Trust (breakthrough)
Thiolava Vents,Teractor (breakthrough),16,3,81.875,41.0,16,2.5384615384615383,18.75,硫熔岩喷口,Teractor (breakthrough)
Rego Plastics,EcoTec,16,2,80.0,41.0,16,2.5384615384615383,12.5,表土塑料,EcoTec
Prefabrication of Human Habitats,Point Luna,16,3,85.8125,41.0,16,2.5384615384615383,18.75,房屋预制,Point Luna
Heavy Taxation,Inventrix (breakthrough),29,8,81.13793103448276,74.0,29,2.5384615384615383,27.59,重税,Inventrix (breakthrough)
Space Elevator,🌸Tyrell🌸,29,9,90.13793103448276,74.0,29,2.5384615384615383,31.03,太空电梯,🌸泰瑞尔公司🌸
Extreme-Cold Fungus,Spire,16,5,76.25,41.0,16,2.5384615384615383,31.25,极寒真菌,Spire
Extremophiles,Trade Navigator,16,4,85.5,41.0,16,2.5384615384615383,25.0,极端微生物,贸易领航者
Rego Plastics,Factorum (breakthrough),42,11,79.0952380952381,107.0,42,2.5384615384615383,26.19,表土塑料,Factorum (breakthrough)
Inventors' Guild,🌸Energy Saving Ecology🌸,16,5,73.25,41.0,16,2.5384615384615383,31.25,发明家公会,🌸节能生态🌸
🌸卉植繁茂🌸,雩喵科学探测器,16,4,84.5,41.0,16,2.5384615384615383,25.0,🌸卉植繁茂🌸,雩喵科学探测器
Sub-Crust Measurements,Chaos,16,4,84.9375,41.0,16,2.5384615384615383,25.0,测量地壳,Chaos
Luna Metropolis,CrediCor,16,4,83.5625,41.0,16,2.5384615384615383,25.0,月神都会,CrediCor
Snow Algae,🌸Energy Saving Ecology🌸,16,1,76.25,41.0,16,2.5384615384615383,6.25,雪藻,🌸节能生态🌸
Research Colony,🌸Green Ring🌸,29,9,82.03448275862068,74.0,29,2.5384615384615383,31.03,研究殖民地,🌸绿环🌸
Titan Air-scrapping,Poseidon,16,4,85.5625,41.0,16,2.5384615384615383,25.0,处理泰坦空气,Poseidon
GHG Import From Venus,🌸Scolex Industries🌸,29,8,87.20689655172414,74.0,29,2.5384615384615383,27.59,从金星导入温室气体,🌸星核工业🌸
Breeding Farms,Teractor (breakthrough),16,4,104.0625,41.0,16,2.5384615384615383,25.0,养殖农场,Teractor (breakthrough)
Luna Metropolis,Polaris,16,3,73.5625,41.0,16,2.5384615384615383,18.75,月神都会,北极星
Martian Nature Wonders,Collegium Copernicus,16,3,82.25,41.0,16,2.5384615384615383,18.75,火星自然遗产,哥白尼学院
Asteroid Mining Consortium,雩喵科学探测器,42,10,88.02380952380952,107.0,42,2.5384615384615383,23.81,行星采矿财团,雩喵科学探测器
Supermarkets,Point Luna,53,14,85.09433962264151,135.0,53,2.5396825396825395,26.42,超市,Point Luna
Floater Technology,Point Luna,53,11,85.32075471698113,135.0,53,2.5396825396825395,20.75,漂浮物科技,Point Luna
Venus University,Poseidon,53,12,85.0754716981132,135.0,53,2.5396825396825395,22.64,金星大学,Poseidon
Trading Colony,🌸Ark Nova🌸,40,13,86.85,102.0,40,2.54,32.5,交易殖民地,🌸方舟动物园🌸
Media Group,🌸Weyland Yutani🌸,90,23,83.26666666666667,229.0,90,2.54,25.56,媒体团队,🌸韦兰德-尤坦尼集团🌸
GMO Contract,Polaris,40,11,73.425,102.0,40,2.54,27.5,转基因生物合约,北极星
Venus Orbital Survey,🌸Mining Corp🌸,40,7,82.25,102.0,40,2.54,17.5,金星轨道勘测,🌸钢铁精炼🌸
Event Analysts,🌸Tyrell🌸,40,6,86.15,102.0,40,2.54,15.0,事件分析,🌸泰瑞尔公司🌸
Trans-Neptune Probe,雩喵科学探测器,77,19,80.58441558441558,196.0,77,2.5402298850574714,24.68,海王星探测器,雩喵科学探测器
Supported Research,🌸EliteTech🌸,77,19,80.68831168831169,196.0,77,2.5402298850574714,24.68,受扶持的研究,🌸精英回馈🌸
Galilean Waystation,Point Luna,77,22,69.23376623376623,196.0,77,2.5402298850574714,28.57,伽利略中转站,Point Luna
SF Memorial,EcoTec,27,6,76.92592592592592,69.0,27,2.5405405405405403,22.22,SF纪念碑,EcoTec
Market Manipulation,🌸Mining Corp🌸,27,5,77.5925925925926,69.0,27,2.5405405405405403,18.52,操控市场,🌸钢铁精炼🌸
Magnetic Field Dome,🌸SolarPlant🌸,27,5,79.44444444444444,69.0,27,2.5405405405405403,18.52,磁力区域圆顶,🌸太阳能公司🌸
Arctic Algae,Viron (breakthrough),27,8,77.4074074074074,69.0,27,2.5405405405405403,29.63,北极的藻类植物,Viron (breakthrough)
Galilean Waystation,🌸Ark Nova🌸,27,7,93.14814814814815,69.0,27,2.5405405405405403,25.93,伽利略中转站,🌸方舟动物园🌸
Martian Culture,🌸Mining Corp🌸,27,5,93.14814814814815,69.0,27,2.5405405405405403,18.52,火星文化,🌸钢铁精炼🌸
Venusian Insects,Polaris,27,6,79.85185185185185,69.0,27,2.5405405405405403,22.22,金星昆虫,北极星
Neutralizer Factory,Midas,27,6,79.92592592592592,69.0,27,2.5405405405405403,22.22,中和剂工厂,Midas
Imported GHG,🌸Shinra Tech🌸,27,7,83.51851851851852,69.0,27,2.5405405405405403,25.93,引入温室气体,🌸樱花电🌸
Ice Moon Colony,Polaris,27,5,70.25925925925925,69.0,27,2.5405405405405403,18.52,冰月殖民地,北极星
House Printing,Splice (breakthrough),27,4,87.62962962962963,69.0,27,2.5405405405405403,14.81,房屋印刷,Splice (breakthrough)
Investment Loan,🌸Shinra Tech🌸,64,10,81.296875,163.0,64,2.5405405405405403,15.62,投资性贷款,🌸樱花电🌸
Biomass Combustors,🌸Shinra Tech🌸,27,5,75.85185185185185,69.0,27,2.5405405405405403,18.52,生物量燃烧,🌸樱花电🌸
Kelp Farming,Prism,27,8,100.88888888888889,69.0,27,2.5405405405405403,29.63,养殖海藻,棱镜光谱研究室
Power Plant:Pathfinders,雩喵科学探测器,27,8,83.18518518518519,69.0,27,2.5405405405405403,29.63,Power Plant:Pathfinders,雩喵科学探测器
AI Central,Point Luna,88,27,69.31818181818181,224.0,88,2.5408163265306123,30.68,人工智能核心,Point Luna
Ecological Zone:ares,Poseidon,51,13,85.90196078431373,130.0,51,2.540983606557377,25.49,Ecological Zone:ares,Poseidon
Ansible,🌸Integrated Microorganisms🌸,51,14,83.49019607843137,130.0,51,2.540983606557377,27.45,安塞波,🌸微生物星尘🌸
Plant Smuggling,🌸Ark Nova🌸,51,15,83.09803921568627,130.0,51,2.540983606557377,29.41,植物走私集团,🌸方舟动物园🌸
Return to Abandoned Technology,Poseidon,51,12,77.96078431372548,130.0,51,2.540983606557377,23.53,废稿回收,Poseidon
Development Center,雩喵科学探测器,75,20,82.06666666666666,191.0,75,2.541176470588235,26.67,发展中心,雩喵科学探测器
Windmills,Factorum (breakthrough),14,3,73.21428571428571,36.0,14,2.5416666666666665,21.43,风力发电,Factorum (breakthrough)
Power Supply Consortium,StormCraft Incorporated (breakthrough),14,2,82.42857142857143,36.0,14,2.5416666666666665,14.29,电力供应共同体,StormCraft Incorporated (breakthrough)
Supermarkets,🌸RDA🌸,14,3,87.28571428571429,36.0,14,2.5416666666666665,21.43,超市,🌸RDA🌸
PR Office,Saturn Systems,14,3,89.78571428571429,36.0,14,2.5416666666666665,21.43,公关办公室,Saturn Systems
Jovian Expedition,Collegium Copernicus,14,3,76.78571428571429,36.0,14,2.5416666666666665,21.43,木星远征,哥白尼学院
Forest Moon (VI),Teractor (breakthrough),14,2,91.5,36.0,14,2.5416666666666665,14.29,Forest Moon (VI),Teractor (breakthrough)
Bactoviral Research,Recyclon (breakthrough),14,3,78.14285714285714,36.0,14,2.5416666666666665,21.43,细菌病毒研究,Recyclon (breakthrough)
Worms,Ecoline (breakthrough),14,3,80.0,36.0,14,2.5416666666666665,21.43,蠕虫,Ecoline (breakthrough)
Martian Fencing,Imperial Star Destroyer,14,4,91.92857142857143,36.0,14,2.5416666666666665,28.57,火星击剑,帝国歼星舰
Heavy Taxation,Arcadian Communities (breakthrough),14,3,80.78571428571429,36.0,14,2.5416666666666665,21.43,重税,Arcadian Communities (breakthrough)
Diaspora Movement,Tycho Magnetics,14,4,81.35714285714286,36.0,14,2.5416666666666665,28.57,大流散运动,第谷磁力
Local Shading,Id Front,14,4,102.57142857142857,36.0,14,2.5416666666666665,28.57,局部遮蔽,前线基地
Inventors' Guild,Incite Ender,14,3,82.5,36.0,14,2.5416666666666665,21.43,发明家公会,Incite Ender
Fuel Factory,🌸PoliticalReform🌸,14,1,79.57142857142857,36.0,14,2.5416666666666665,7.14,油脂工厂,🌸制度改革🌸
Thiolava Vents,Arcadian Communities (breakthrough),14,5,74.42857142857143,36.0,14,2.5416666666666665,35.71,硫熔岩喷口,Arcadian Communities (breakthrough)
Heavy Taxation,Aristarchus,14,4,81.71428571428571,36.0,14,2.5416666666666665,28.57,重税,Aristarchus
Data Leak,Hecate Speditions,14,3,89.85714285714286,36.0,14,2.5416666666666665,21.43,数据泄露,赫卡忒探险队
Supermarkets,Factorum (breakthrough),14,3,83.14285714285714,36.0,14,2.5416666666666665,21.43,超市,Factorum (breakthrough)
Tectonic Stress Power,StormCraft Incorporated (breakthrough),14,2,90.28571428571429,36.0,14,2.5416666666666665,14.29,构造应力能源,StormCraft Incorporated (breakthrough)
Hyperspace Drive Prototype,Chaos,14,3,84.35714285714286,36.0,14,2.5416666666666665,21.43,超空间驱动原型,Chaos
Prefabrication of Human Habitats,Interplanetary Cinematics (breakthrough),14,2,88.57142857142857,36.0,14,2.5416666666666665,14.29,房屋预制,Interplanetary Cinematics (breakthrough)
Jovian Embassy,Trade Navigator,14,3,85.28571428571429,36.0,14,2.5416666666666665,21.43,木星大使馆,贸易领航者
Great Dam:ares,CrediCor,14,3,69.78571428571429,36.0,14,2.5416666666666665,21.43,Great Dam:ares,CrediCor
Casinos,Interplanetary Cinematics (breakthrough),14,3,86.85714285714286,36.0,14,2.5416666666666665,21.43,赌场,Interplanetary Cinematics (breakthrough)
Cloud City (V),Factorum (breakthrough),14,4,86.92857142857143,36.0,14,2.5416666666666665,28.57,Cloud City (V),Factorum (breakthrough)
Optimal Aerobraking,Chaos,14,4,78.78571428571429,36.0,14,2.5416666666666665,28.57,最优的空气动力制动,Chaos
Artificial Lake,Viron (breakthrough),14,4,99.64285714285714,36.0,14,2.5416666666666665,28.57,人工湖,Viron (breakthrough)
Earth Office,Helion (breakthrough),14,2,71.07142857142857,36.0,14,2.5416666666666665,14.29,地球办公室,Helion (breakthrough)
Jupiter Floating Station,Collegium Copernicus,14,2,84.28571428571429,36.0,14,2.5416666666666665,14.29,木星浮动站,哥白尼学院
Fusion Power,Terralabs Research (breakthrough),14,3,79.21428571428571,36.0,14,2.5416666666666665,21.43,聚变能源,Terralabs Research (breakthrough)
🌸城电转能🌸,🌸RDA🌸,14,2,71.14285714285714,36.0,14,2.5416666666666665,14.29,🌸城电转能🌸,🌸RDA🌸
Advanced Ecosystems,Bio-Sol,14,2,84.0,36.0,14,2.5416666666666665,14.29,先进的生态系统,
Jovian Embassy,Playwrights,14,5,85.35714285714286,36.0,14,2.5416666666666665,35.71,木星大使馆,Playwrights
Floater-Urbanism,Manutech,14,3,83.64285714285714,36.0,14,2.5416666666666665,21.43,施韦伯城市规划,Manutech
Charity Donation,EcoTec,14,3,75.71428571428571,36.0,14,2.5416666666666665,21.43,慈善捐款,EcoTec
Rad-chem Factory,🌸Prowler🌸,14,4,78.0,36.0,14,2.5416666666666665,28.57,辐射化学工厂,🌸徘徊者🌸
Sub-Crust Measurements,🌸双轨跃迁🌸,14,5,77.71428571428571,36.0,14,2.5416666666666665,35.71,测量地壳,🌸双轨跃迁🌸
Huygens Observatory,CrediCor,14,1,74.85714285714286,36.0,14,2.5416666666666665,7.14,惠更斯天文台,CrediCor
Development Center,Arklight (breakthrough),14,3,83.78571428571429,36.0,14,2.5416666666666665,21.43,发展中心,Arklight (breakthrough)
Designed Organisms,Arklight (breakthrough),14,2,88.07142857142857,36.0,14,2.5416666666666665,14.29,生物体设计,Arklight (breakthrough)
Electro Catapult,Incite Ender,14,3,84.07142857142857,36.0,14,2.5416666666666665,21.43,电磁弹射器,Incite Ender
Solar Wind Power,🌸Ark Nova🌸,62,16,81.70967741935483,158.0,62,2.5416666666666665,25.81,太阳风,🌸方舟动物园🌸
Pride of the Earth Arkship,Terralabs Research (breakthrough),14,3,81.92857142857143,36.0,14,2.5416666666666665,21.43,地球方舟的骄傲,Terralabs Research (breakthrough)
Giant Space Mirror,Saturn Systems,14,3,91.64285714285714,36.0,14,2.5416666666666665,21.43,巨型太空镜,Saturn Systems
Dusk Laser Mining,Thorgate (breakthrough),14,5,83.21428571428571,36.0,14,2.5416666666666665,35.71,黄昏激光矿业,Thorgate (breakthrough)
Black Polar Dust,雩喵科学探测器,14,3,80.71428571428571,36.0,14,2.5416666666666665,21.43,黑色的极地尘埃,雩喵科学探测器
Pride of the Earth Arkship,Incite Ender,14,4,90.57142857142857,36.0,14,2.5416666666666665,28.57,地球方舟的骄傲,Incite Ender
Ecological Zone:ares,Collegium Copernicus,14,3,80.71428571428571,36.0,14,2.5416666666666665,21.43,Ecological Zone:ares,哥白尼学院
Earth Catapult,🌸Buy N Large🌸,14,4,85.71428571428571,36.0,14,2.5416666666666665,28.57,地球发射站,🌸大巨购🌸
Artificial Photosynthesis,🌸PoliticalReform🌸,14,4,78.42857142857143,36.0,14,2.5416666666666665,28.57,人造光合作用,🌸制度改革🌸
Lightning Harvest,🌸Tyrell🌸,38,9,81.10526315789474,97.0,38,2.5416666666666665,23.68,捕获雷电,🌸泰瑞尔公司🌸
Psychrophiles,Luna Chain,14,3,88.78571428571429,36.0,14,2.5416666666666665,21.43,嗜冷性细菌,连月
Livestock,🌸Weyland Yutani🌸,14,4,95.42857142857143,36.0,14,2.5416666666666665,28.57,畜牧,🌸韦兰德-尤坦尼集团🌸
Tosche Station (IV),Tycho Magnetics,14,1,78.78571428571429,36.0,14,2.5416666666666665,7.14,Tosche Station (IV),第谷磁力
Cartel,Factorum (breakthrough),14,3,83.85714285714286,36.0,14,2.5416666666666665,21.43,同业联盟,Factorum (breakthrough)
Martian Fencing,🌸Shinra Tech🌸,62,12,82.2258064516129,158.0,62,2.5416666666666665,19.35,火星击剑,🌸樱花电🌸
Plantation,Pharmacy Union,14,3,85.07142857142857,36.0,14,2.5416666666666665,21.43,种植园,制药联盟
Potatoes,Luna Chain,14,3,77.07142857142857,36.0,14,2.5416666666666665,21.43,土豆,连月
Floating Habs,CrediCor,14,2,87.35714285714286,36.0,14,2.5416666666666665,14.29,漂浮舱,CrediCor
Orbital Laboratories,🌸Green Ring🌸,14,4,83.35714285714286,36.0,14,2.5416666666666665,28.57,轨道实验室,🌸绿环🌸
Inventors' Guild,🌸PoliticalReform🌸,14,4,82.0,36.0,14,2.5416666666666665,28.57,发明家公会,🌸制度改革🌸
Energy Market,Helion (breakthrough),14,3,73.21428571428571,36.0,14,2.5416666666666665,21.43,能源市场,Helion (breakthrough)
Venus Allies,Collegium Copernicus,14,4,82.5,36.0,14,2.5416666666666665,28.57,金星盟友,哥白尼学院
Ice Asteroid,Helion (breakthrough),14,3,69.57142857142857,36.0,14,2.5416666666666665,21.43,结冰行星,Helion (breakthrough)
Heavy Taxation,Ambient,14,3,76.35714285714286,36.0,14,2.5416666666666665,21.43,重税,
Anthozoa,🌸SolarPlant🌸,14,3,80.85714285714286,36.0,14,2.5416666666666665,21.43,珊瑚动物,🌸太阳能公司🌸
Mining Rights:ares,Chaos,14,2,79.14285714285714,36.0,14,2.5416666666666665,14.29,Mining Rights:ares,Chaos
Martian Survey,Lakefront Resorts,14,3,73.5,36.0,14,2.5416666666666665,21.43,火星勘察,湖畔度假区
Beam From A Thorium Asteroid,🌸Weyland Yutani🌸,14,2,83.35714285714286,36.0,14,2.5416666666666665,14.29,钍行星射线,🌸韦兰德-尤坦尼集团🌸
Asteroid Resources,🌸双轨跃迁🌸,14,2,73.78571428571429,36.0,14,2.5416666666666665,14.29,小行星资源,🌸双轨跃迁🌸
Nobel Labs,Chaos,14,2,82.64285714285714,36.0,14,2.5416666666666665,14.29,诺贝尔劳动奖,Chaos
Whales,Arklight (breakthrough),14,2,87.64285714285714,36.0,14,2.5416666666666665,14.29,鲸鱼,Arklight (breakthrough)
Electro Catapult,Midas,14,3,82.5,36.0,14,2.5416666666666665,21.43,电磁弹射器,Midas
Stanford Torus,🌸EliteTech🌸,62,18,85.08064516129032,158.0,62,2.5416666666666665,29.03,斯坦福环面,🌸精英回馈🌸
New Partner,Helion (breakthrough),14,4,71.28571428571429,36.0,14,2.5416666666666665,28.57,新合伙人,Helion (breakthrough)
Thiolava Vents,Ambient,14,1,73.71428571428571,36.0,14,2.5416666666666665,7.14,硫熔岩喷口,
Standard Technology,🌸EliteTech🌸,73,20,76.21917808219177,186.0,73,2.5421686746987953,27.4,标准技术,🌸精英回馈🌸
Lava Tube Settlement,🌸Mining Corp🌸,73,16,82.46575342465754,186.0,73,2.5421686746987953,21.92,熔岩城,🌸钢铁精炼🌸
Lunar Exports,Prism,49,11,89.77551020408163,125.0,49,2.542372881355932,22.45,月球出口,棱镜光谱研究室
