card_name,corporation,play_count,wins,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,card_cn_name,corp_cn_name
Electro Catapult,🌸Scolex Industries🌸,49,11,78.81632653061224,125.0,49,2.542372881355932,22.45,电磁弹射器,🌸星核工业🌸
Research Coordination,🌸Ark Nova🌸,49,13,87.10204081632654,125.0,49,2.542372881355932,26.53,研究环境,🌸方舟动物园🌸
Martian Fencing,🌸Tyrell🌸,49,9,81.6734693877551,125.0,49,2.542372881355932,18.37,火星击剑,🌸泰瑞尔公司🌸
Rover Construction,Point Luna,108,29,83.25,275.0,108,2.542372881355932,26.85,漫游者建设,Point Luna
Mars University,🌸Shinra Tech🌸,84,24,81.5,214.0,84,2.5425531914893615,28.57,火星大学,🌸樱花电🌸
Inventors' Guild,Hecate Speditions,25,6,84.44,64.0,25,2.5428571428571427,24.0,发明家公会,赫卡忒探险队
Lava Flows:ares,Spire,25,5,76.44,64.0,25,2.5428571428571427,20.0,Lava Flows:ares,Spire
Mars Nomads,Interplanetary Cinematics (breakthrough),25,8,85.36,64.0,25,2.5428571428571427,32.0,火星游牧者,Interplanetary Cinematics (breakthrough)
Productive Outpost,Saturn Systems,25,5,84.92,64.0,25,2.5428571428571427,20.0,生产前哨站,Saturn Systems
Stanford Torus,Inventrix (breakthrough),25,7,83.68,64.0,25,2.5428571428571427,28.0,斯坦福环面,Inventrix (breakthrough)
Artificial Lake,Interplanetary Cinematics (breakthrough),25,6,91.32,64.0,25,2.5428571428571427,24.0,人工湖,Interplanetary Cinematics (breakthrough)
Soil Detoxification,🌸Tyrell🌸,25,5,79.6,64.0,25,2.5428571428571427,20.0,土壤净化,🌸泰瑞尔公司🌸
Mining Colony,Spire,25,4,79.52,64.0,25,2.5428571428571427,16.0,采矿殖民地,Spire
Invention Contest,Lakefront Resorts,25,7,78.16,64.0,25,2.5428571428571427,28.0,发明竞争,湖畔度假区
Electric Sheep,Poseidon,25,7,84.6,64.0,25,2.5428571428571427,28.0,电子羊,Poseidon
Imported GHG,Midas,25,3,74.2,64.0,25,2.5428571428571427,12.0,引入温室气体,Midas
Return to Abandoned Technology,Arklight (breakthrough),25,4,78.0,64.0,25,2.5428571428571427,16.0,废稿回收,Arklight (breakthrough)
Teslaract,🌸Mining Corp🌸,25,6,80.56,64.0,25,2.5428571428571427,24.0,泰斯拉立方体,🌸钢铁精炼🌸
Io Mining Industries,🌸Tyrell🌸,25,5,84.44,64.0,25,2.5428571428571427,20.0,木卫一矿业,🌸泰瑞尔公司🌸
Diaspora Movement,Saturn Systems,25,3,85.72,64.0,25,2.5428571428571427,12.0,大流散运动,Saturn Systems
Thermophiles,🌸Tyrell🌸,25,3,85.16,64.0,25,2.5428571428571427,12.0,嗜热菌,🌸泰瑞尔公司🌸
Lagrange Observatory,🌸Scolex Industries🌸,60,11,82.43333333333334,153.0,60,2.5428571428571427,18.33,拉格朗日观察点,🌸星核工业🌸
Hyperspace Drive Prototype,Prism,60,17,88.81666666666666,153.0,60,2.5428571428571427,28.33,超空间驱动原型,棱镜光谱研究室
Tool with the First Order (VIII),Point Luna,71,22,84.26760563380282,181.0,71,2.54320987654321,30.99,Tool with the First Order (VIII),Point Luna
Noctis City,🌸Mining Corp🌸,71,20,80.87323943661971,181.0,71,2.54320987654321,28.17,诺提斯城,🌸钢铁精炼🌸
Community Worker,🌸StarlinkDrifter🌸,71,22,92.45070422535211,181.0,71,2.54320987654321,30.99,社区工作者,🌸星链漂流者🌸
Energy Tapping,Vitor,36,8,81.63888888888889,92.0,36,2.5434782608695654,22.22,能量开发,Vitor
Mining Quota,🌸Ark Nova🌸,36,12,90.80555555555556,92.0,36,2.5434782608695654,33.33,采矿配额,🌸方舟动物园🌸
Power Supply Consortium,Prism,36,9,88.38888888888889,92.0,36,2.5434782608695654,25.0,电力供应共同体,棱镜光谱研究室
Unexpected Application,Teractor (breakthrough),82,20,78.63414634146342,209.0,82,2.5434782608695654,24.39,意外应用,Teractor (breakthrough)
Ansible,Collegium Copernicus,36,7,79.27777777777777,92.0,36,2.5434782608695654,19.44,安塞波,哥白尼学院
Topsoil Contract,Tycho Magnetics,36,9,87.25,92.0,36,2.5434782608695654,25.0,表土合约,第谷磁力
Breathing Filters,🌸Mining Corp🌸,36,12,86.97222222222223,92.0,36,2.5434782608695654,33.33,呼吸过滤器,🌸钢铁精炼🌸
Homeostasis Bureau,Teractor (breakthrough),36,7,79.91666666666667,92.0,36,2.5434782608695654,19.44,稳态管理局,Teractor (breakthrough)
Geothermal Power,雩喵科学探测器,36,6,80.08333333333333,92.0,36,2.5434782608695654,16.67,地热能,雩喵科学探测器
Rad-chem Factory,🌸SolarPlant🌸,36,8,74.05555555555556,92.0,36,2.5434782608695654,22.22,辐射化学工厂,🌸太阳能公司🌸
Trading Colony,Spire,36,6,85.80555555555556,92.0,36,2.5434782608695654,16.67,交易殖民地,Spire
Sponsoring Nation,Teractor (breakthrough),93,19,86.68817204301075,237.0,93,2.5436893203883497,20.43,主办国,Teractor (breakthrough)
Giant Space Mirror,Valley Trust (breakthrough),47,13,82.7872340425532,120.0,47,2.543859649122807,27.66,巨型太空镜,Valley Trust (breakthrough)
Interplanetary Colony Ship,Terralabs Research (breakthrough),47,11,85.1063829787234,120.0,47,2.543859649122807,23.4,星际殖民船,Terralabs Research (breakthrough)
Convoy From Europa,🌸Ark Nova🌸,47,10,87.63829787234043,120.0,47,2.543859649122807,21.28,木卫二护航队,🌸方舟动物园🌸
Miranda Resort,Poseidon,47,14,83.91489361702128,120.0,47,2.543859649122807,29.79,米兰达度假村,Poseidon
Fusion Power,🌸Scolex Industries🌸,47,10,81.2127659574468,120.0,47,2.543859649122807,21.28,聚变能源,🌸星核工业🌸
Venus Waystation,🌸Weyland Yutani🌸,115,27,82.34782608695652,293.0,115,2.544,23.48,金星中转站,🌸韦兰德-尤坦尼集团🌸
Interplanetary Colony Ship,🌸Ark Nova🌸,58,14,83.96551724137932,148.0,58,2.5441176470588234,24.14,星际殖民船,🌸方舟动物园🌸
Supercapacitors,🌸Weyland Yutani🌸,58,14,83.20689655172414,148.0,58,2.5441176470588234,24.14,超级电容,🌸韦兰德-尤坦尼集团🌸
Toll Station,🌸EliteTech🌸,58,14,78.67241379310344,148.0,58,2.5441176470588234,24.14,收费站,🌸精英回馈🌸
Martian Media Center,🌸Mining Corp🌸,58,12,77.37931034482759,148.0,58,2.5441176470588234,20.69,火星媒体中心,🌸钢铁精炼🌸
Geological Survey,🌸Weyland Yutani🌸,58,13,87.86206896551724,148.0,58,2.5441176470588234,22.41,地质调查,🌸韦兰德-尤坦尼集团🌸
Hi-Tech Lab,🌸Weyland Yutani🌸,69,20,83.42028985507247,176.0,69,2.5443037974683542,28.99,高科技实验室,🌸韦兰德-尤坦尼集团🌸
Luna Metropolis,雩喵科学探测器,80,20,83.2875,204.0,80,2.5444444444444443,25.0,月神都会,雩喵科学探测器
Research,雩喵科学探测器,80,19,83.4,204.0,80,2.5444444444444443,23.75,研究,雩喵科学探测器
Interplanetary Colony Ship,Teractor (breakthrough),124,26,84.16935483870968,316.0,124,2.544776119402985,20.97,星际殖民船,Teractor (breakthrough)
Venus Magnetizer,Midas,12,1,67.83333333333333,31.0,12,2.5454545454545454,8.33,金星磁化器,Midas
Jovian Embassy,Lakefront Resorts,23,3,82.04347826086956,59.0,23,2.5454545454545454,13.04,木星大使馆,湖畔度假区
Research Coordination,Septem Tribus,12,4,75.5,31.0,12,2.5454545454545454,33.33,研究环境,Septem Tribus
GHG Import From Venus,CrediCor,12,3,71.58333333333333,31.0,12,2.5454545454545454,25.0,从金星导入温室气体,CrediCor
Community Worker,Spire,45,11,80.46666666666667,115.0,45,2.5454545454545454,24.44,社区工作者,Spire
Ecology Research,🌸Prowler🌸,23,4,85.52173913043478,59.0,23,2.5454545454545454,17.39,生态学研究,🌸徘徊者🌸
Communication Center,Viron (breakthrough),23,6,85.34782608695652,59.0,23,2.5454545454545454,26.09,通讯中心,Viron (breakthrough)
Research & Development Hub,Terralabs Research (breakthrough),12,3,85.5,31.0,12,2.5454545454545454,25.0,研发中心,Terralabs Research (breakthrough)
Mohole Area:ares,雩喵科学探测器,23,4,81.34782608695652,59.0,23,2.5454545454545454,17.39,Mohole Area:ares,雩喵科学探测器
Communication Center,Luna Chain,12,2,72.83333333333333,31.0,12,2.5454545454545454,16.67,通讯中心,连月
Solar Wind Power,🌸Tyrell🌸,56,12,81.51785714285714,143.0,56,2.5454545454545454,21.43,太阳风,🌸泰瑞尔公司🌸
L1 Trade Terminal,CrediCor,12,2,88.33333333333333,31.0,12,2.5454545454545454,16.67,L1 贸易终端,CrediCor
Communication Center,Playwrights,12,3,78.33333333333333,31.0,12,2.5454545454545454,25.0,通讯中心,Playwrights
Advanced Power Grid,Arklight (breakthrough),12,3,71.0,31.0,12,2.5454545454545454,25.0,电网改进,Arklight (breakthrough)
Molecular Printing,Pristar (breakthrough),12,2,89.25,31.0,12,2.5454545454545454,16.67,分子打印,Pristar (breakthrough)
Research Coordination,🌸Weyland Yutani🌸,67,21,85.23880597014926,171.0,67,2.5454545454545454,31.34,研究环境,🌸韦兰德-尤坦尼集团🌸
Solar Wind Power,Factorum (breakthrough),23,5,75.6086956521739,59.0,23,2.5454545454545454,21.74,太阳风,Factorum (breakthrough)
Thermophiles,Bio-Sol,12,2,79.41666666666667,31.0,12,2.5454545454545454,16.67,嗜热菌,
Bio Printing Facility,Teractor (breakthrough),23,5,107.04347826086956,59.0,23,2.5454545454545454,21.74,生物打印设备,Teractor (breakthrough)
Small Comet,🌸MirrorCoat🌸,12,2,85.33333333333333,31.0,12,2.5454545454545454,16.67,小彗星,🌸镜反🌸
Floater Technology,Pobolog (breakthrough),34,9,84.76470588235294,87.0,34,2.5454545454545454,26.47,漂浮物科技,Pobolog (breakthrough)
Cloud Tourism,🌸PoliticalReform🌸,12,3,80.75,31.0,12,2.5454545454545454,25.0,云端旅游,🌸制度改革🌸
Saturn Surfing,Void,12,4,82.58333333333333,31.0,12,2.5454545454545454,33.33,土星冲浪,Void
Martian Fencing,🌸Thermopoli🌸,12,3,79.25,31.0,12,2.5454545454545454,25.0,火星击剑,🌸精灵热舞🌸
Cloud Tourism,Playwrights,12,3,89.83333333333333,31.0,12,2.5454545454545454,25.0,云端旅游,Playwrights
Small Asteroid,Valley Trust (breakthrough),45,14,82.31111111111112,115.0,45,2.5454545454545454,31.11,小型小行星,Valley Trust (breakthrough)
Search For Life,Aristarchus,12,5,79.0,31.0,12,2.5454545454545454,41.67,寻找生命,Aristarchus
Air-Scrapping Expedition,Tycho Magnetics,12,2,79.33333333333333,31.0,12,2.5454545454545454,16.67,金星改造远征队,第谷磁力
Venus Waystation,Trade Navigator,12,1,78.66666666666667,31.0,12,2.5454545454545454,8.33,金星中转站,贸易领航者
Event Analysts,🌸Protogen🌸,12,1,74.83333333333333,31.0,12,2.5454545454545454,8.33,事件分析,🌸微生物热舞🌸
Terraforming Contract,🌸Mining Corp🌸,12,1,84.33333333333333,31.0,12,2.5454545454545454,8.33,改造合同,🌸钢铁精炼🌸
Martian Repository,Incite Ender,12,0,81.75,31.0,12,2.5454545454545454,0.0,火星仓库,Incite Ender
Voltaic Metallurgy,Sagitta Frontier Services,12,3,87.83333333333333,31.0,12,2.5454545454545454,25.0,伏打冶金,Sagitta Frontier Services
Venusian Animals,EcoTec,12,1,83.33333333333333,31.0,12,2.5454545454545454,8.33,金星动物,EcoTec
Martian Lumber Corp,Recyclon (breakthrough),12,2,76.83333333333333,31.0,12,2.5454545454545454,16.67,火星木材公司,Recyclon (breakthrough)
Floater-Urbanism,🌸Ark Nova🌸,12,3,89.58333333333333,31.0,12,2.5454545454545454,25.0,施韦伯城市规划,🌸方舟动物园🌸
Shuttles,Lakefront Resorts,12,1,74.33333333333333,31.0,12,2.5454545454545454,8.33, 穿梭机,湖畔度假区
Tardigrades,🌸MirrorCoat🌸,12,4,86.25,31.0,12,2.5454545454545454,33.33,缓步微生物,🌸镜反🌸
Luxury Foods,StormCraft Incorporated (breakthrough),23,5,84.52173913043478,59.0,23,2.5454545454545454,21.74,奢靡大餐,StormCraft Incorporated (breakthrough)
Sister Planet Sponsors,Chaos,12,3,78.75,31.0,12,2.5454545454545454,25.0,姊妹星球赞助,Chaos
Battery Factory,🌸Weyland Yutani🌸,34,10,90.79411764705883,87.0,34,2.5454545454545454,29.41,电池工厂,🌸韦兰德-尤坦尼集团🌸
Magnetic Shield,Hecate Speditions,12,3,95.5,31.0,12,2.5454545454545454,25.0,磁屏,赫卡忒探险队
Magnetic Shield,Chaos,12,2,83.25,31.0,12,2.5454545454545454,16.67,磁屏,Chaos
Magnetic Field Generators:ares,Inventrix (breakthrough),12,4,86.33333333333333,31.0,12,2.5454545454545454,33.33,Magnetic Field Generators:ares,Inventrix (breakthrough)
Lunar Mining,Poseidon,34,9,85.70588235294117,87.0,34,2.5454545454545454,26.47,月球挖掘,Poseidon
Aerobraked Ammonia Asteroid,🌸Scolex Industries🌸,12,3,89.16666666666667,31.0,12,2.5454545454545454,25.0,氮气小行星,🌸星核工业🌸
Secret Labs,Factorum (breakthrough),12,2,80.16666666666667,31.0,12,2.5454545454545454,16.67,秘密实验室,Factorum (breakthrough)
Air-Scrapping Expedition,Incite Ender,12,3,79.83333333333333,31.0,12,2.5454545454545454,25.0,金星改造远征队,Incite Ender
Lunar Steel,Inventrix (breakthrough),12,2,85.33333333333333,31.0,12,2.5454545454545454,16.67,月钢,Inventrix (breakthrough)
Freyja Biodomes,Manutech,23,5,96.08695652173913,59.0,23,2.5454545454545454,21.74,弗雷雅生态馆,Manutech
Soil Studies,🌸Ark Nova🌸,34,7,92.05882352941177,87.0,34,2.5454545454545454,20.59,土壤研究,🌸方舟动物园🌸
Ansible,Point Luna,89,24,75.79775280898876,227.0,89,2.5454545454545454,26.97,安塞波,Point Luna
Law Suit,Arcadian Communities (breakthrough),23,3,74.08695652173913,59.0,23,2.5454545454545454,13.04,诉讼,Arcadian Communities (breakthrough)
Casinos,🌸Green Ring🌸,12,2,81.75,31.0,12,2.5454545454545454,16.67,赌场,🌸绿环🌸
Rim Freighters,🌸Protogen🌸,12,1,80.25,31.0,12,2.5454545454545454,8.33,里姆货船,🌸微生物热舞🌸
Lava Flows:ares,🌸MirrorCoat🌸,12,2,79.16666666666667,31.0,12,2.5454545454545454,16.67,Lava Flows:ares,🌸镜反🌸
Venus Orbital Survey,雩喵科学探测器,56,19,86.71428571428571,143.0,56,2.5454545454545454,33.93,金星轨道勘测,雩喵科学探测器
Cartel,Inventrix (breakthrough),23,5,81.95652173913044,59.0,23,2.5454545454545454,21.74,同业联盟,Inventrix (breakthrough)
Solar Power,Incite Ender,12,1,72.25,31.0,12,2.5454545454545454,8.33,太阳能,Incite Ender
Return to Abandoned Technology,Ecoline (breakthrough),12,3,83.91666666666667,31.0,12,2.5454545454545454,25.0,废稿回收,Ecoline (breakthrough)
Solar Logistics,🌸Ark Nova🌸,23,8,97.91304347826087,59.0,23,2.5454545454545454,34.78,太阳能物流,🌸方舟动物园🌸
Microgravity Nutrition,Terralabs Research (breakthrough),12,3,81.16666666666667,31.0,12,2.5454545454545454,25.0,微重力营养学,Terralabs Research (breakthrough)
Energy Tapping,🌸双轨跃迁🌸,12,3,81.08333333333333,31.0,12,2.5454545454545454,25.0,能量开发,🌸双轨跃迁🌸
Ceres Tech Market,Pharmacy Union,12,3,86.5,31.0,12,2.5454545454545454,25.0,谷神星科技市场,制药联盟
Ceres Tech Market,Polaris,23,4,74.52173913043478,59.0,23,2.5454545454545454,17.39,谷神星科技市场,北极星
Algae,Teractor (breakthrough),34,7,94.97058823529412,87.0,34,2.5454545454545454,20.59,海藻,Teractor (breakthrough)
Colonizer Training Camp,Collegium Copernicus,12,4,75.83333333333333,31.0,12,2.5454545454545454,33.33,开拓者训练营,哥白尼学院
Venus University,Point Luna,111,33,89.82882882882883,283.0,111,2.5454545454545454,29.73,金星大学,Point Luna
Aerial Mappers,Void,12,2,82.41666666666667,31.0,12,2.5454545454545454,16.67,航空制图器,Void
Martian Repository,🌸Tyrell🌸,23,4,84.95652173913044,59.0,23,2.5454545454545454,17.39,火星仓库,🌸泰瑞尔公司🌸
Floating Habs,Pharmacy Union,12,2,71.5,31.0,12,2.5454545454545454,16.67,漂浮舱,制药联盟
Venus Waystation,Inventrix (breakthrough),56,10,79.28571428571429,143.0,56,2.5454545454545454,17.86,金星中转站,Inventrix (breakthrough)
SF Memorial,Polaris,23,4,76.43478260869566,59.0,23,2.5454545454545454,17.39,SF纪念碑,北极星
Energy Supply,Chaos,12,1,75.66666666666667,31.0,12,2.5454545454545454,8.33,电力补给,Chaos
Food Factory,Terralabs Research (breakthrough),12,3,89.75,31.0,12,2.5454545454545454,25.0,食品工厂,Terralabs Research (breakthrough)
Robotic Workforce,Pharmacy Union,12,3,88.75,31.0,12,2.5454545454545454,25.0,机器人大军,制药联盟
Law Suit,Tycho Magnetics,12,2,92.58333333333333,31.0,12,2.5454545454545454,16.67,诉讼,第谷磁力
Energy Station,Mining guild (breakthrough),12,4,75.25,31.0,12,2.5454545454545454,33.33,能源站,Mining guild (breakthrough)
Lobby Halls,Hecate Speditions,23,5,89.69565217391305,59.0,23,2.5454545454545454,21.74,议会大厅,赫卡忒探险队
Lobby Halls,Tharsis_republic (breakthrough),12,0,70.08333333333333,31.0,12,2.5454545454545454,0.0,议会大厅,Tharsis_republic (breakthrough)
Ceres Spaceport,Chaos,12,2,84.0,31.0,12,2.5454545454545454,16.67,谷神星太空港,Chaos
Indentured Workers,Aridor,12,3,75.83333333333333,31.0,12,2.5454545454545454,25.0,合同工,Aridor
Hay Maker,CrediCor,12,3,73.58333333333333,31.0,12,2.5454545454545454,25.0,炎拳,CrediCor
Imported Nutrients,Inventrix (breakthrough),34,7,87.29411764705883,87.0,34,2.5454545454545454,20.59,营养物输入,Inventrix (breakthrough)
Deuterium Export,Poseidon,45,12,84.08888888888889,115.0,45,2.5454545454545454,26.67,输出氘,Poseidon
Grass,Playwrights,12,4,77.66666666666667,31.0,12,2.5454545454545454,33.33,草,Playwrights
Omnicourt,Playwrights,12,4,82.91666666666667,31.0,12,2.5454545454545454,33.33,通用法庭,Playwrights
🌸城电转能🌸,🌸Scolex Industries🌸,23,5,75.65217391304348,59.0,23,2.5454545454545454,21.74,🌸城电转能🌸,🌸星核工业🌸
Cryptocurrency,Incite Ender,12,3,75.66666666666667,31.0,12,2.5454545454545454,25.0,加密货币,Incite Ender
Public Sponsored Grant,🌸Thermopoli🌸,12,3,72.16666666666667,31.0,12,2.5454545454545454,25.0,公共补贴,🌸精灵热舞🌸
Omnicourt,🌸MirrorCoat🌸,12,2,95.33333333333333,31.0,12,2.5454545454545454,16.67,通用法庭,🌸镜反🌸
Omnicourt,🌸EliteTech🌸,45,12,85.4888888888889,115.0,45,2.5454545454545454,26.67,通用法庭,🌸精英回馈🌸
Specialized Settlement,Saturn Systems,12,1,82.83333333333333,31.0,12,2.5454545454545454,8.33,专业定居点,Saturn Systems
Trans-Neptune Probe,Millennium Falcon,12,4,88.08333333333333,31.0,12,2.5454545454545454,33.33,海王星探测器,千年隼
Omnicourt,Incite Ender,12,5,82.33333333333333,31.0,12,2.5454545454545454,41.67,通用法庭,Incite Ender
Zeppelins,Midas,12,5,77.75,31.0,12,2.5454545454545454,41.67,齐柏林飞艇,Midas
Nuclear Zone:ares,Helion (breakthrough),12,2,67.66666666666667,31.0,12,2.5454545454545454,16.67,Nuclear Zone:ares,Helion (breakthrough)
Trading Colony,Eglogue,12,2,76.91666666666667,31.0,12,2.5454545454545454,16.67,交易殖民地,Eglogue
Space Station,Pristar (breakthrough),12,3,83.16666666666667,31.0,12,2.5454545454545454,25.0,空间站,Pristar (breakthrough)
Phobos Space Haven,Void,12,2,89.16666666666667,31.0,12,2.5454545454545454,16.67,福波斯(火卫一)空间港,Void
Trading Colony,StormCraft Incorporated (breakthrough),23,6,85.43478260869566,59.0,23,2.5454545454545454,26.09,交易殖民地,StormCraft Incorporated (breakthrough)
Space Wargames,United Nations Mission One,12,4,93.25,31.0,12,2.5454545454545454,33.33,太空战争游戏,United Nations Mission One
Hydrogen Processing Plant,Poseidon,12,3,87.91666666666667,31.0,12,2.5454545454545454,25.0,氢气处理厂,Poseidon
Zeppelins,🌸Weyland Yutani🌸,23,5,91.21739130434783,59.0,23,2.5454545454545454,21.74,齐柏林飞艇,🌸韦兰德-尤坦尼集团🌸
Hydrogen Processing Plant,Luna Chain,12,1,99.41666666666667,31.0,12,2.5454545454545454,8.33,氢气处理厂,连月
