user_id,prelude_name,usage_count,total_wins,total_position_sum,win_rate,avg_position,user_name,cn_name,cn_name_plot
19ed288a5ec9,Smelting Plant,3,2,6,66.67,2.0,bsylh,冶炼厂,冶炼厂
19ed288a5ec9,Supply Drop,5,0,14,0.0,2.8,bsylh,空投补给,空投补给
19ed288a5ec9,UNMI Contractor,4,2,8,50.0,2.0,bsylh,UNMI 承包商,UNMI 承包商
19ed288a5ec9,Venus Contract,5,2,12,40.0,2.4,bsylh,金星合同,金星合同
1e6dac6d16e2,SF Memorial,2,1,4,50.0,2.0,yuan,SF纪念碑,SF纪念碑
1e6dac6d16e2,Space Lanes,2,2,2,100.0,1.0,yuan,太空航道,太空航道
1f71e23ff3c4,Acquired Space Agency,5,3,8,60.0,1.6,xiyue,收购太空总署,收购太空总署
1f71e23ff3c4,Allied Bank,3,0,10,0.0,3.333,xiyue,联合银行,联合银行
1f71e23ff3c4,Aquifer Turbines,2,0,7,0.0,3.5,xiyue,含水层涡轮机,含水层涡轮机
1f71e23ff3c4,Donation,2,1,4,50.0,2.0,xiyue,捐赠,捐赠
1f71e23ff3c4,Double Down,6,0,16,0.0,2.667,xiyue,双倍下注,双倍下注
1f71e23ff3c4,Experimental Forest,4,1,9,25.0,2.25,xiyue,实验林场,实验林场
1f71e23ff3c4,Io Research Outpost,2,2,2,100.0,1.0,xiyue,木卫一研究前哨,木卫一研究前哨
1f71e23ff3c4,Metal-Rich Asteroid,3,1,6,33.33,2.0,xiyue,富含金属的小行星,富含金属的小行星
1f71e23ff3c4,New Partner,9,2,22,22.22,2.444,xiyue,新合伙人,新合伙人
1f71e23ff3c4,Research Network,4,1,11,25.0,2.75,xiyue,研究网络,研究网络
1f71e23ff3c4,SF Memorial,6,2,16,33.33,2.667,xiyue,SF纪念碑,SF纪念碑
1f71e23ff3c4,Supplier,2,1,5,50.0,2.5,xiyue,供应商,供应商
1f71e23ff3c4,Supply Drop,2,1,5,50.0,2.5,xiyue,空投补给,空投补给
1f71e23ff3c4,UNMI Contractor,2,0,7,0.0,3.5,xiyue,UNMI 承包商,UNMI 承包商
1f71e23ff3c4,Venus Contract,3,1,6,33.33,2.0,xiyue,金星合同,金星合同
1f71e23ff3c4,World Government Advisor,5,0,18,0.0,3.6,xiyue,世界政府顾问,世界政府顾问
20a57d8251ab,Donation,2,0,7,0.0,3.5,wuser,捐赠,捐赠
20a57d8251ab,Experimental Forest,2,0,8,0.0,4.0,wuser,实验林场,实验林场
20a57d8251ab,Supply Drop,2,1,4,50.0,2.0,wuser,空投补给,空投补给
23d55973c44b,Acquired Space Agency,2,0,7,0.0,3.5,Huasong,收购太空总署,收购太空总署
23d55973c44b,Donation,2,0,8,0.0,4.0,Huasong,捐赠,捐赠
23d55973c44b,Double Down,4,1,11,25.0,2.75,Huasong,双倍下注,双倍下注
23d55973c44b,New Partner,3,0,9,0.0,3.0,Huasong,新合伙人,新合伙人
23d55973c44b,SF Memorial,4,0,13,0.0,3.25,Huasong,SF纪念碑,SF纪念碑
23d55973c44b,Supply Drop,2,1,4,50.0,2.0,Huasong,空投补给,空投补给
2437e5810ba1,Acquired Space Agency,3,0,7,0.0,2.333,xiaojiang,收购太空总署,收购太空总署
2450c74ea170,Acquired Space Agency,2,0,7,0.0,3.5,晓黑,收购太空总署,收购太空总署
2450c74ea170,SF Memorial,2,0,6,0.0,3.0,晓黑,SF纪念碑,SF纪念碑
